decision_id,trainset_id,decision_date,decision,reason_summary,actual_outcome,remarks
D512025-10-09,51,09-10-2025,standby,Operational Buffer,withdrawn,Override Applied
D522025-10-09,52,09-10-2025,standby,Operational Buffer,delayed,Issue Noted
D532025-10-09,53,09-10-2025,inducted,Service Ready,delayed,Override Applied
D542025-10-09,54,09-10-2025,inducted,Service Ready,success,Override Applied
D552025-10-09,55,09-10-2025,inducted,Mileage Balanced,withdrawn,OK
D562025-10-09,56,09-10-2025,maintenance,Pending Job Card,success,Issue Noted
D572025-10-09,57,09-10-2025,maintenance,Fitness Certificate Expired,success,OK
D582025-10-09,58,09-10-2025,maintenance,Fitness Certificate Expired,success,Issue Noted
D592025-10-09,59,09-10-2025,inducted,Mileage Balanced,delayed,Override Applied
D602025-10-09,60,09-10-2025,inducted,Branding Commitment,delayed,OK
D612025-10-09,61,09-10-2025,maintenance,Fitness Certificate Expired,success,Issue Noted
D622025-10-09,62,09-10-2025,maintenance,Fitness Certificate Expired,delayed,Issue Noted
D632025-10-09,63,09-10-2025,inducted,Mileage Balanced,delayed,OK
D642025-10-09,64,09-10-2025,inducted,Mileage Balanced,delayed,Issue Noted
D652025-10-09,65,09-10-2025,inducted,Branding Commitment,delayed,OK
D662025-10-09,66,09-10-2025,inducted,Branding Commitment,success,Issue Noted
D672025-10-09,67,09-10-2025,inducted,Mileage Balanced,success,OK
D682025-10-09,68,09-10-2025,standby,Reserve Rake,success,Override Applied
D692025-10-09,69,09-10-2025,inducted,Service Ready,success,Override Applied
D702025-10-09,70,09-10-2025,standby,Operational Buffer,withdrawn,OK
D712025-10-09,71,09-10-2025,inducted,Service Ready,delayed,Override Applied
D722025-10-09,72,09-10-2025,standby,Operational Buffer,success,Issue Noted
D732025-10-09,73,09-10-2025,inducted,Branding Commitment,success,Override Applied
D742025-10-09,74,09-10-2025,inducted,Service Ready,withdrawn,Issue Noted
D752025-10-09,75,09-10-2025,inducted,Mileage Balanced,withdrawn,Override Applied
D762025-10-09,76,09-10-2025,standby,Reserve Rake,delayed,Override Applied
D772025-10-09,77,09-10-2025,maintenance,Pending Job Card,withdrawn,OK
D782025-10-09,78,09-10-2025,maintenance,Pending Job Card,success,Issue Noted
D792025-10-09,79,09-10-2025,inducted,Service Ready,success,Override Applied
D802025-10-09,80,09-10-2025,inducted,Mileage Balanced,withdrawn,Override Applied
D812025-10-09,81,09-10-2025,inducted,Branding Commitment,delayed,Issue Noted
D822025-10-09,82,09-10-2025,inducted,Branding Commitment,delayed,Issue Noted
D832025-10-09,83,09-10-2025,inducted,Mileage Balanced,delayed,Issue Noted
D842025-10-09,84,09-10-2025,inducted,Branding Commitment,withdrawn,Issue Noted
D852025-10-09,85,09-10-2025,inducted,Service Ready,withdrawn,Override Applied
D862025-10-09,86,09-10-2025,standby,Operational Buffer,success,Issue Noted
D872025-10-09,87,09-10-2025,inducted,Mileage Balanced,withdrawn,Override Applied
D882025-10-09,88,09-10-2025,maintenance,Fitness Certificate Expired,withdrawn,Issue Noted
D892025-10-09,89,09-10-2025,standby,Operational Buffer,delayed,Override Applied
D902025-10-09,90,09-10-2025,standby,Operational Buffer,success,Override Applied
D912025-10-09,91,09-10-2025,inducted,Mileage Balanced,withdrawn,OK
D922025-10-09,92,09-10-2025,inducted,Service Ready,success,Issue Noted
D932025-10-09,93,09-10-2025,maintenance,Fitness Certificate Expired,delayed,OK
D942025-10-09,94,09-10-2025,inducted,Branding Commitment,withdrawn,Override Applied
D952025-10-09,95,09-10-2025,inducted,Branding Commitment,delayed,Issue Noted
D962025-10-09,96,09-10-2025,inducted,Branding Commitment,withdrawn,Issue Noted
D972025-10-09,97,09-10-2025,inducted,Mileage Balanced,withdrawn,OK
D982025-10-09,98,09-10-2025,inducted,Branding Commitment,delayed,OK
D992025-10-09,99,09-10-2025,inducted,Mileage Balanced,success,Override Applied
D1002025-10-09,100,09-10-2025,inducted,Branding Commitment,delayed,OK
D12025-10-10,1,10-10-2025,inducted,Mileage Balanced,success,Issue Noted
D22025-10-10,2,10-10-2025,maintenance,Pending Job Card,delayed,OK
D32025-10-10,3,10-10-2025,inducted,Branding Commitment,withdrawn,Issue Noted
D42025-10-10,4,10-10-2025,standby,Reserve Rake,withdrawn,OK
D52025-10-10,5,10-10-2025,inducted,Mileage Balanced,delayed,Issue Noted
D62025-10-10,6,10-10-2025,inducted,Mileage Balanced,delayed,Override Applied
D72025-10-10,7,10-10-2025,inducted,Service Ready,success,Issue Noted
D82025-10-10,8,10-10-2025,standby,Reserve Rake,success,OK
D92025-10-10,9,10-10-2025,inducted,Branding Commitment,delayed,Override Applied
D102025-10-10,10,10-10-2025,inducted,Mileage Balanced,success,OK
D112025-10-10,11,10-10-2025,inducted,Service Ready,success,Issue Noted
D122025-10-10,12,10-10-2025,inducted,Service Ready,delayed,Override Applied
D132025-10-10,13,10-10-2025,maintenance,Fitness Certificate Expired,delayed,Issue Noted
D142025-10-10,14,10-10-2025,inducted,Mileage Balanced,withdrawn,Override Applied
D152025-10-10,15,10-10-2025,maintenance,Fitness Certificate Expired,delayed,Issue Noted
D162025-10-10,16,10-10-2025,inducted,Mileage Balanced,withdrawn,Override Applied
D172025-10-10,17,10-10-2025,inducted,Branding Commitment,withdrawn,OK
D182025-10-10,18,10-10-2025,inducted,Branding Commitment,withdrawn,OK
D192025-10-10,19,10-10-2025,maintenance,Scheduled Cleaning,success,OK
D202025-10-10,20,10-10-2025,maintenance,Pending Job Card,success,OK
D212025-10-10,21,10-10-2025,inducted,Branding Commitment,withdrawn,Issue Noted
D222025-10-10,22,10-10-2025,standby,Reserve Rake,success,Issue Noted
D232025-10-10,23,10-10-2025,maintenance,Fitness Certificate Expired,delayed,Override Applied
D242025-10-10,24,10-10-2025,maintenance,Pending Job Card,success,OK
D252025-10-10,25,10-10-2025,inducted,Branding Commitment,delayed,Issue Noted
D262025-10-10,26,10-10-2025,inducted,Branding Commitment,success,OK
D272025-10-10,27,10-10-2025,inducted,Branding Commitment,delayed,Override Applied
D282025-10-10,28,10-10-2025,maintenance,Scheduled Cleaning,withdrawn,Override Applied
D292025-10-10,29,10-10-2025,inducted,Service Ready,delayed,OK
D302025-10-10,30,10-10-2025,inducted,Branding Commitment,delayed,Issue Noted
D312025-10-10,31,10-10-2025,inducted,Mileage Balanced,success,Issue Noted
D322025-10-10,32,10-10-2025,inducted,Branding Commitment,withdrawn,Issue Noted
D332025-10-10,33,10-10-2025,inducted,Service Ready,withdrawn,Issue Noted
D342025-10-10,34,10-10-2025,inducted,Mileage Balanced,delayed,OK
D352025-10-10,35,10-10-2025,inducted,Service Ready,success,Issue Noted
D362025-10-10,36,10-10-2025,inducted,Branding Commitment,delayed,Override Applied
D372025-10-10,37,10-10-2025,inducted,Branding Commitment,withdrawn,OK
D382025-10-10,38,10-10-2025,inducted,Service Ready,delayed,Override Applied
D392025-10-10,39,10-10-2025,inducted,Service Ready,success,Override Applied
D402025-10-10,40,10-10-2025,inducted,Branding Commitment,withdrawn,Override Applied
D412025-10-10,41,10-10-2025,inducted,Branding Commitment,delayed,OK
D422025-10-10,42,10-10-2025,inducted,Mileage Balanced,delayed,Issue Noted
D432025-10-10,43,10-10-2025,inducted,Service Ready,delayed,Issue Noted
D442025-10-10,44,10-10-2025,maintenance,Fitness Certificate Expired,withdrawn,OK
D452025-10-10,45,10-10-2025,inducted,Mileage Balanced,delayed,OK
D462025-10-10,46,10-10-2025,inducted,Service Ready,withdrawn,OK
D472025-10-10,47,10-10-2025,standby,Reserve Rake,delayed,Override Applied
D482025-10-10,48,10-10-2025,inducted,Service Ready,withdrawn,Issue Noted
D492025-10-10,49,10-10-2025,inducted,Service Ready,success,Issue Noted
D502025-10-10,50,10-10-2025,maintenance,Pending Job Card,success,Issue Noted
D512025-10-10,51,10-10-2025,inducted,Mileage Balanced,withdrawn,Issue Noted
D522025-10-10,52,10-10-2025,maintenance,Scheduled Cleaning,delayed,OK
D532025-10-10,53,10-10-2025,inducted,Mileage Balanced,success,Issue Noted
D542025-10-10,54,10-10-2025,inducted,Mileage Balanced,withdrawn,OK
D552025-10-10,55,10-10-2025,inducted,Service Ready,success,Override Applied
D562025-10-10,56,10-10-2025,inducted,Branding Commitment,delayed,OK
D572025-10-10,57,10-10-2025,inducted,Mileage Balanced,delayed,Override Applied
D582025-10-10,58,10-10-2025,standby,Operational Buffer,delayed,Override Applied
D592025-10-10,59,10-10-2025,maintenance,Fitness Certificate Expired,delayed,OK
D602025-10-10,60,10-10-2025,maintenance,Fitness Certificate Expired,withdrawn,Issue Noted
D612025-10-10,61,10-10-2025,inducted,Service Ready,delayed,Issue Noted
D622025-10-10,62,10-10-2025,maintenance,Pending Job Card,success,Issue Noted
D632025-10-10,63,10-10-2025,standby,Operational Buffer,success,Override Applied
D642025-10-10,64,10-10-2025,inducted,Mileage Balanced,withdrawn,Issue Noted
D652025-10-10,65,10-10-2025,inducted,Branding Commitment,success,Issue Noted
D662025-10-10,66,10-10-2025,inducted,Branding Commitment,success,Override Applied
D672025-10-10,67,10-10-2025,standby,Operational Buffer,success,OK
D682025-10-10,68,10-10-2025,standby,Operational Buffer,delayed,OK
D692025-10-10,69,10-10-2025,inducted,Mileage Balanced,withdrawn,Issue Noted
D702025-10-10,70,10-10-2025,inducted,Branding Commitment,success,Override Applied
D712025-10-10,71,10-10-2025,inducted,Service Ready,success,Issue Noted
D722025-10-10,72,10-10-2025,inducted,Mileage Balanced,delayed,Override Applied
D732025-10-10,73,10-10-2025,maintenance,Fitness Certificate Expired,delayed,Override Applied
D742025-10-10,74,10-10-2025,inducted,Mileage Balanced,success,Issue Noted
D752025-10-10,75,10-10-2025,inducted,Branding Commitment,success,Override Applied
D762025-10-10,76,10-10-2025,inducted,Mileage Balanced,delayed,Override Applied
D772025-10-10,77,10-10-2025,standby,Operational Buffer,withdrawn,Issue Noted
D782025-10-10,78,10-10-2025,inducted,Branding Commitment,success,Override Applied
D792025-10-10,79,10-10-2025,standby,Operational Buffer,delayed,Override Applied
D802025-10-10,80,10-10-2025,maintenance,Fitness Certificate Expired,success,Issue Noted
D812025-10-10,81,10-10-2025,maintenance,Scheduled Cleaning,success,OK
D822025-10-10,82,10-10-2025,inducted,Service Ready,withdrawn,OK
D832025-10-10,83,10-10-2025,maintenance,Pending Job Card,delayed,Override Applied
D842025-10-10,84,10-10-2025,standby,Operational Buffer,withdrawn,Override Applied
D852025-10-10,85,10-10-2025,inducted,Mileage Balanced,withdrawn,Issue Noted
D862025-10-10,86,10-10-2025,inducted,Service Ready,success,Override Applied
D872025-10-10,87,10-10-2025,standby,Operational Buffer,withdrawn,OK
D882025-10-10,88,10-10-2025,inducted,Service Ready,withdrawn,Issue Noted
D892025-10-10,89,10-10-2025,maintenance,Scheduled Cleaning,withdrawn,Issue Noted
D902025-10-10,90,10-10-2025,standby,Operational Buffer,withdrawn,OK
D912025-10-10,91,10-10-2025,maintenance,Pending Job Card,success,OK
D922025-10-10,92,10-10-2025,inducted,Service Ready,withdrawn,Issue Noted
D932025-10-10,93,10-10-2025,inducted,Branding Commitment,success,Override Applied
D942025-10-10,94,10-10-2025,inducted,Branding Commitment,success,Issue Noted
D952025-10-10,95,10-10-2025,inducted,Service Ready,withdrawn,OK
D962025-10-10,96,10-10-2025,inducted,Branding Commitment,delayed,Issue Noted
D972025-10-10,97,10-10-2025,inducted,Service Ready,delayed,Issue Noted
D982025-10-10,98,10-10-2025,maintenance,Scheduled Cleaning,success,Override Applied
D992025-10-10,99,10-10-2025,standby,Operational Buffer,success,OK
D1002025-10-10,100,10-10-2025,inducted,Branding Commitment,success,OK
D12025-10-11,1,11-10-2025,maintenance,Fitness Certificate Expired,success,Issue Noted
D22025-10-11,2,11-10-2025,maintenance,Fitness Certificate Expired,success,OK
D32025-10-11,3,11-10-2025,standby,Operational Buffer,delayed,OK
D42025-10-11,4,11-10-2025,inducted,Service Ready,withdrawn,Issue Noted
D52025-10-11,5,11-10-2025,maintenance,Pending Job Card,delayed,Override Applied
D62025-10-11,6,11-10-2025,maintenance,Pending Job Card,delayed,Override Applied
D72025-10-11,7,11-10-2025,standby,Operational Buffer,success,Override Applied
D82025-10-11,8,11-10-2025,standby,Reserve Rake,withdrawn,Override Applied
D92025-10-11,9,11-10-2025,inducted,Service Ready,withdrawn,Issue Noted
D102025-10-11,10,11-10-2025,inducted,Service Ready,success,Issue Noted
D112025-10-11,11,11-10-2025,inducted,Service Ready,delayed,OK
D122025-10-11,12,11-10-2025,inducted,Branding Commitment,delayed,OK
D132025-10-11,13,11-10-2025,standby,Operational Buffer,withdrawn,Override Applied
D142025-10-11,14,11-10-2025,maintenance,Scheduled Cleaning,withdrawn,Issue Noted
D152025-10-11,15,11-10-2025,standby,Reserve Rake,success,Issue Noted
D162025-10-11,16,11-10-2025,inducted,Branding Commitment,withdrawn,Issue Noted
D172025-10-11,17,11-10-2025,inducted,Service Ready,delayed,OK
D182025-10-11,18,11-10-2025,standby,Operational Buffer,withdrawn,Override Applied
D192025-10-11,19,11-10-2025,standby,Operational Buffer,withdrawn,Override Applied
D202025-10-11,20,11-10-2025,inducted,Branding Commitment,success,OK
D212025-10-11,21,11-10-2025,standby,Reserve Rake,withdrawn,OK
D222025-10-11,22,11-10-2025,inducted,Mileage Balanced,success,Issue Noted
D232025-10-11,23,11-10-2025,inducted,Mileage Balanced,delayed,Override Applied
D242025-10-11,24,11-10-2025,inducted,Service Ready,withdrawn,Override Applied
D252025-10-11,25,11-10-2025,standby,Operational Buffer,delayed,OK
D262025-10-11,26,11-10-2025,maintenance,Fitness Certificate Expired,withdrawn,OK
D272025-10-11,27,11-10-2025,standby,Reserve Rake,withdrawn,OK
D282025-10-11,28,11-10-2025,inducted,Service Ready,delayed,Override Applied
D292025-10-11,29,11-10-2025,standby,Reserve Rake,delayed,OK
D302025-10-11,30,11-10-2025,maintenance,Pending Job Card,withdrawn,Override Applied
D312025-10-11,31,11-10-2025,standby,Reserve Rake,withdrawn,OK
D322025-10-11,32,11-10-2025,standby,Operational Buffer,withdrawn,Issue Noted
D332025-10-11,33,11-10-2025,inducted,Service Ready,withdrawn,Issue Noted
D342025-10-11,34,11-10-2025,inducted,Mileage Balanced,success,OK
D352025-10-11,35,11-10-2025,inducted,Branding Commitment,success,OK
D362025-10-11,36,11-10-2025,inducted,Branding Commitment,withdrawn,Issue Noted
D372025-10-11,37,11-10-2025,standby,Reserve Rake,delayed,Issue Noted
D382025-10-11,38,11-10-2025,standby,Reserve Rake,success,Issue Noted
D392025-10-11,39,11-10-2025,inducted,Mileage Balanced,success,Issue Noted
D402025-10-11,40,11-10-2025,inducted,Branding Commitment,withdrawn,OK
D412025-10-11,41,11-10-2025,standby,Reserve Rake,delayed,Override Applied
D422025-10-11,42,11-10-2025,inducted,Mileage Balanced,withdrawn,Override Applied
D432025-10-11,43,11-10-2025,standby,Reserve Rake,success,Override Applied
D442025-10-11,44,11-10-2025,inducted,Branding Commitment,delayed,Override Applied
D452025-10-11,45,11-10-2025,standby,Reserve Rake,success,Issue Noted
D462025-10-11,46,11-10-2025,inducted,Service Ready,withdrawn,Issue Noted
D472025-10-11,47,11-10-2025,inducted,Mileage Balanced,success,Override Applied
D482025-10-11,48,11-10-2025,inducted,Service Ready,success,OK
D492025-10-11,49,11-10-2025,inducted,Branding Commitment,withdrawn,Issue Noted
D502025-10-11,50,11-10-2025,maintenance,Scheduled Cleaning,delayed,Issue Noted
D512025-10-11,51,11-10-2025,maintenance,Scheduled Cleaning,success,Issue Noted
D522025-10-11,52,11-10-2025,inducted,Branding Commitment,delayed,Issue Noted
D532025-10-11,53,11-10-2025,inducted,Service Ready,delayed,Issue Noted
D542025-10-11,54,11-10-2025,inducted,Mileage Balanced,success,OK
D552025-10-11,55,11-10-2025,maintenance,Pending Job Card,success,Issue Noted
D562025-10-11,56,11-10-2025,inducted,Service Ready,delayed,Override Applied
D572025-10-11,57,11-10-2025,inducted,Mileage Balanced,success,Override Applied
D582025-10-11,58,11-10-2025,inducted,Branding Commitment,withdrawn,OK
D592025-10-11,59,11-10-2025,standby,Operational Buffer,delayed,Issue Noted
D602025-10-11,60,11-10-2025,inducted,Branding Commitment,withdrawn,Override Applied
D612025-10-11,61,11-10-2025,inducted,Service Ready,delayed,Issue Noted
D622025-10-11,62,11-10-2025,inducted,Mileage Balanced,withdrawn,Override Applied
D632025-10-11,63,11-10-2025,maintenance,Scheduled Cleaning,delayed,Issue Noted
D642025-10-11,64,11-10-2025,inducted,Branding Commitment,success,OK
D652025-10-11,65,11-10-2025,standby,Reserve Rake,withdrawn,Override Applied
D662025-10-11,66,11-10-2025,inducted,Mileage Balanced,withdrawn,OK
D672025-10-11,67,11-10-2025,inducted,Service Ready,delayed,Issue Noted
D682025-10-11,68,11-10-2025,maintenance,Fitness Certificate Expired,success,OK
D692025-10-11,69,11-10-2025,inducted,Mileage Balanced,success,Issue Noted
D702025-10-11,70,11-10-2025,inducted,Branding Commitment,success,Issue Noted
D712025-10-11,71,11-10-2025,maintenance,Fitness Certificate Expired,delayed,OK
D722025-10-11,72,11-10-2025,standby,Operational Buffer,delayed,OK
D732025-10-11,73,11-10-2025,inducted,Service Ready,delayed,Issue Noted
D742025-10-11,74,11-10-2025,inducted,Service Ready,success,Issue Noted
D752025-10-11,75,11-10-2025,standby,Operational Buffer,success,Override Applied
D762025-10-11,76,11-10-2025,inducted,Service Ready,delayed,Issue Noted
D772025-10-11,77,11-10-2025,inducted,Service Ready,withdrawn,Issue Noted
D782025-10-11,78,11-10-2025,inducted,Mileage Balanced,delayed,Override Applied
D792025-10-11,79,11-10-2025,maintenance,Scheduled Cleaning,withdrawn,Override Applied
D802025-10-11,80,11-10-2025,inducted,Mileage Balanced,delayed,Override Applied
D812025-10-11,81,11-10-2025,inducted,Mileage Balanced,delayed,Override Applied
D822025-10-11,82,11-10-2025,inducted,Branding Commitment,withdrawn,OK
D832025-10-11,83,11-10-2025,inducted,Branding Commitment,withdrawn,Issue Noted
D842025-10-11,84,11-10-2025,inducted,Service Ready,withdrawn,OK
D852025-10-11,85,11-10-2025,inducted,Mileage Balanced,delayed,Override Applied
D862025-10-11,86,11-10-2025,maintenance,Scheduled Cleaning,withdrawn,Issue Noted
D872025-10-11,87,11-10-2025,inducted,Service Ready,success,Issue Noted
D882025-10-11,88,11-10-2025,standby,Reserve Rake,success,Override Applied
D892025-10-11,89,11-10-2025,inducted,Service Ready,withdrawn,OK
D902025-10-11,90,11-10-2025,inducted,Service Ready,withdrawn,OK
D912025-10-11,91,11-10-2025,inducted,Service Ready,delayed,OK
D922025-10-11,92,11-10-2025,inducted,Mileage Balanced,withdrawn,Issue Noted
D932025-10-11,93,11-10-2025,inducted,Mileage Balanced,success,Override Applied
D942025-10-11,94,11-10-2025,inducted,Service Ready,success,OK
D952025-10-11,95,11-10-2025,inducted,Service Ready,success,Issue Noted
D962025-10-11,96,11-10-2025,inducted,Service Ready,delayed,Issue Noted
D972025-10-11,97,11-10-2025,maintenance,Fitness Certificate Expired,withdrawn,Override Applied
D982025-10-11,98,11-10-2025,standby,Operational Buffer,withdrawn,Override Applied
D992025-10-11,99,11-10-2025,inducted,Service Ready,delayed,Issue Noted
D1002025-10-11,100,11-10-2025,inducted,Mileage Balanced,success,Override Applied
D12025-10-12,1,12-10-2025,standby,Reserve Rake,withdrawn,OK
D22025-10-12,2,12-10-2025,standby,Reserve Rake,success,Override Applied
D32025-10-12,3,12-10-2025,inducted,Mileage Balanced,delayed,Issue Noted
D42025-10-12,4,12-10-2025,inducted,Branding Commitment,withdrawn,Override Applied
D52025-10-12,5,12-10-2025,inducted,Branding Commitment,success,Issue Noted
D62025-10-12,6,12-10-2025,inducted,Service Ready,success,OK
D72025-10-12,7,12-10-2025,inducted,Mileage Balanced,delayed,Override Applied
D82025-10-12,8,12-10-2025,standby,Reserve Rake,withdrawn,OK
D92025-10-12,9,12-10-2025,inducted,Branding Commitment,withdrawn,Issue Noted
D102025-10-12,10,12-10-2025,maintenance,Fitness Certificate Expired,withdrawn,Override Applied
D112025-10-12,11,12-10-2025,inducted,Service Ready,success,Issue Noted
D122025-10-12,12,12-10-2025,maintenance,Pending Job Card,delayed,Issue Noted
D132025-10-12,13,12-10-2025,inducted,Branding Commitment,withdrawn,Issue Noted
D142025-10-12,14,12-10-2025,inducted,Service Ready,withdrawn,OK
D152025-10-12,15,12-10-2025,maintenance,Fitness Certificate Expired,delayed,OK
D162025-10-12,16,12-10-2025,maintenance,Scheduled Cleaning,delayed,Issue Noted
D172025-10-12,17,12-10-2025,inducted,Branding Commitment,delayed,Issue Noted
D182025-10-12,18,12-10-2025,inducted,Service Ready,delayed,Issue Noted
D192025-10-12,19,12-10-2025,maintenance,Pending Job Card,success,Issue Noted
D202025-10-12,20,12-10-2025,maintenance,Fitness Certificate Expired,withdrawn,Issue Noted
D212025-10-12,21,12-10-2025,inducted,Branding Commitment,withdrawn,OK
D222025-10-12,22,12-10-2025,inducted,Service Ready,delayed,Override Applied
D232025-10-12,23,12-10-2025,maintenance,Pending Job Card,success,Override Applied
D242025-10-12,24,12-10-2025,inducted,Mileage Balanced,delayed,Issue Noted
D252025-10-12,25,12-10-2025,inducted,Mileage Balanced,withdrawn,OK
D262025-10-12,26,12-10-2025,inducted,Branding Commitment,delayed,Issue Noted
D272025-10-12,27,12-10-2025,maintenance,Fitness Certificate Expired,success,OK
D282025-10-12,28,12-10-2025,inducted,Branding Commitment,delayed,Override Applied
D292025-10-12,29,12-10-2025,maintenance,Scheduled Cleaning,withdrawn,Issue Noted
D302025-10-12,30,12-10-2025,inducted,Service Ready,success,Issue Noted
D312025-10-12,31,12-10-2025,inducted,Service Ready,withdrawn,Override Applied
D322025-10-12,32,12-10-2025,inducted,Branding Commitment,withdrawn,Issue Noted
D332025-10-12,33,12-10-2025,inducted,Service Ready,success,Issue Noted
D342025-10-12,34,12-10-2025,maintenance,Scheduled Cleaning,success,Issue Noted
D352025-10-12,35,12-10-2025,inducted,Branding Commitment,delayed,Override Applied
D362025-10-12,36,12-10-2025,inducted,Branding Commitment,delayed,Issue Noted
D372025-10-12,37,12-10-2025,standby,Reserve Rake,success,OK
D382025-10-12,38,12-10-2025,standby,Operational Buffer,delayed,Issue Noted
D392025-10-12,39,12-10-2025,inducted,Service Ready,delayed,Issue Noted
D402025-10-12,40,12-10-2025,inducted,Branding Commitment,delayed,Issue Noted
D412025-10-12,41,12-10-2025,inducted,Branding Commitment,withdrawn,Override Applied
D422025-10-12,42,12-10-2025,maintenance,Pending Job Card,delayed,Issue Noted
D432025-10-12,43,12-10-2025,inducted,Service Ready,success,Override Applied
D442025-10-12,44,12-10-2025,maintenance,Fitness Certificate Expired,success,OK
D452025-10-12,45,12-10-2025,standby,Operational Buffer,delayed,OK
D462025-10-12,46,12-10-2025,inducted,Branding Commitment,success,Override Applied
D472025-10-12,47,12-10-2025,inducted,Service Ready,withdrawn,Issue Noted
D482025-10-12,48,12-10-2025,inducted,Service Ready,delayed,Override Applied
D492025-10-12,49,12-10-2025,maintenance,Pending Job Card,delayed,OK
D502025-10-12,50,12-10-2025,standby,Reserve Rake,withdrawn,Issue Noted
D512025-10-12,51,12-10-2025,inducted,Branding Commitment,withdrawn,Issue Noted
D522025-10-12,52,12-10-2025,inducted,Service Ready,success,Override Applied
D532025-10-12,53,12-10-2025,standby,Reserve Rake,success,OK
D542025-10-12,54,12-10-2025,standby,Operational Buffer,delayed,OK
D552025-10-12,55,12-10-2025,standby,Operational Buffer,delayed,Override Applied
D562025-10-12,56,12-10-2025,maintenance,Fitness Certificate Expired,withdrawn,Issue Noted
D572025-10-12,57,12-10-2025,maintenance,Fitness Certificate Expired,delayed,OK
D582025-10-12,58,12-10-2025,inducted,Branding Commitment,delayed,Override Applied
D592025-10-12,59,12-10-2025,inducted,Service Ready,withdrawn,Override Applied
D602025-10-12,60,12-10-2025,inducted,Service Ready,delayed,Issue Noted
D612025-10-12,61,12-10-2025,inducted,Mileage Balanced,withdrawn,Override Applied
D622025-10-12,62,12-10-2025,inducted,Mileage Balanced,withdrawn,Issue Noted
D632025-10-12,63,12-10-2025,inducted,Branding Commitment,delayed,OK
D642025-10-12,64,12-10-2025,maintenance,Fitness Certificate Expired,success,OK
D652025-10-12,65,12-10-2025,maintenance,Pending Job Card,delayed,Issue Noted
D662025-10-12,66,12-10-2025,inducted,Branding Commitment,delayed,Issue Noted
D672025-10-12,67,12-10-2025,maintenance,Fitness Certificate Expired,delayed,OK
D682025-10-12,68,12-10-2025,inducted,Service Ready,success,Issue Noted
D692025-10-12,69,12-10-2025,inducted,Branding Commitment,delayed,Override Applied
D702025-10-12,70,12-10-2025,maintenance,Scheduled Cleaning,success,Override Applied
D712025-10-12,71,12-10-2025,inducted,Mileage Balanced,delayed,OK
D722025-10-12,72,12-10-2025,inducted,Mileage Balanced,delayed,Override Applied
D732025-10-12,73,12-10-2025,inducted,Branding Commitment,success,Override Applied
D742025-10-12,74,12-10-2025,inducted,Mileage Balanced,success,Override Applied
D752025-10-12,75,12-10-2025,inducted,Service Ready,success,Override Applied
D762025-10-12,76,12-10-2025,inducted,Service Ready,success,Override Applied
D772025-10-12,77,12-10-2025,inducted,Mileage Balanced,delayed,Override Applied
D782025-10-12,78,12-10-2025,standby,Reserve Rake,withdrawn,Override Applied
D792025-10-12,79,12-10-2025,standby,Reserve Rake,success,OK
D802025-10-12,80,12-10-2025,inducted,Mileage Balanced,delayed,OK
D812025-10-12,81,12-10-2025,standby,Reserve Rake,success,OK
D822025-10-12,82,12-10-2025,standby,Reserve Rake,delayed,OK
D832025-10-12,83,12-10-2025,inducted,Service Ready,delayed,Issue Noted
D842025-10-12,84,12-10-2025,inducted,Branding Commitment,delayed,Override Applied
D852025-10-12,85,12-10-2025,inducted,Mileage Balanced,delayed,OK
D862025-10-12,86,12-10-2025,standby,Operational Buffer,success,Issue Noted
D872025-10-12,87,12-10-2025,inducted,Branding Commitment,withdrawn,Issue Noted
D882025-10-12,88,12-10-2025,inducted,Branding Commitment,delayed,OK
D892025-10-12,89,12-10-2025,maintenance,Fitness Certificate Expired,success,Override Applied
D902025-10-12,90,12-10-2025,inducted,Branding Commitment,withdrawn,Override Applied
D912025-10-12,91,12-10-2025,inducted,Service Ready,delayed,Issue Noted
D922025-10-12,92,12-10-2025,standby,Reserve Rake,success,Issue Noted
D932025-10-12,93,12-10-2025,inducted,Branding Commitment,success,Override Applied
D942025-10-12,94,12-10-2025,maintenance,Scheduled Cleaning,success,Issue Noted
D952025-10-12,95,12-10-2025,inducted,Service Ready,delayed,OK
D962025-10-12,96,12-10-2025,inducted,Service Ready,withdrawn,OK
D972025-10-12,97,12-10-2025,standby,Reserve Rake,success,Override Applied
D982025-10-12,98,12-10-2025,inducted,Mileage Balanced,withdrawn,OK
D992025-10-12,99,12-10-2025,standby,Reserve Rake,withdrawn,Issue Noted
D1002025-10-12,100,12-10-2025,inducted,Mileage Balanced,success,Override Applied
D12025-10-13,1,13-10-2025,inducted,Branding Commitment,delayed,OK
D22025-10-13,2,13-10-2025,inducted,Branding Commitment,success,Override Applied
D32025-10-13,3,13-10-2025,maintenance,Scheduled Cleaning,success,OK
D42025-10-13,4,13-10-2025,maintenance,Scheduled Cleaning,success,Override Applied
D52025-10-13,5,13-10-2025,maintenance,Pending Job Card,success,Issue Noted
D62025-10-13,6,13-10-2025,inducted,Branding Commitment,success,Override Applied
D72025-10-13,7,13-10-2025,inducted,Mileage Balanced,success,Override Applied
D82025-10-13,8,13-10-2025,standby,Reserve Rake,success,OK
D92025-10-13,9,13-10-2025,standby,Operational Buffer,success,Issue Noted
D102025-10-13,10,13-10-2025,inducted,Service Ready,success,OK
D112025-10-13,11,13-10-2025,inducted,Mileage Balanced,delayed,OK
