record_id,trainset_id,rake_number,bogie_count,date,time_slot,station_name,in_time,out_time,passenger_capacity,passengers_boarded,passengers_alighted,occupancy_rate
5043,51,R1050,5,23-09-2025,Midday,Kadavanthra,11:14,11:16,1500,55,39,1.9
5044,51,R1050,5,23-09-2025,Midday,Elamkulam,11:18,11:19,1500,39,27,2.7
5045,51,R1050,5,23-09-2025,Midday,Vytila,11:24,11:25,1500,53,68,1.7
5046,51,R1050,5,23-09-2025,Midday,Thaikoodam,11:28,11:29,1500,43,51,1.1
5047,51,R1050,5,23-09-2025,Midday,Petta,11:31,11:33,1500,35,58,0
5048,51,R1050,5,23-09-2025,Midday,Vadakkekotta,11:37,11:40,1500,73,35,2.5
5049,51,R1050,5,23-09-2025,Midday,SN Junction,11:43,11:45,1500,19,41,1.1
5050,51,R1050,5,23-09-2025,Midday,Tripunithura,11:46,11:47,1500,73,14,5
5051,51,R1050,5,23-09-2025,Evening Peak,Aluva,16:00,16:03,1500,152,77,5
5052,51,R1050,5,23-09-2025,Evening Peak,Pulinchodu,16:03,16:05,1500,158,73,10.7
5053,51,R1050,5,23-09-2025,Evening Peak,Companypady,16:06,16:08,1500,44,124,5.3
5054,51,R1050,5,23-09-2025,Evening Peak,Ambattukavu,16:12,16:15,1500,144,92,8.8
5055,51,R1050,5,23-09-2025,Evening Peak,Muttom,16:17,16:20,1500,120,54,13.2
5056,51,R1050,5,23-09-2025,Evening Peak,Kalamassery,16:23,16:26,1500,157,78,18.5
5057,51,R1050,5,23-09-2025,Evening Peak,Cochin University,16:27,16:30,1500,178,24,28.7
5058,51,R1050,5,23-09-2025,Evening Peak,Pathadipalam,16:30,16:33,1500,178,57,36.8
5059,51,R1050,5,23-09-2025,Evening Peak,Edapally,16:35,16:36,1500,133,143,36.1
5060,51,R1050,5,23-09-2025,Evening Peak,Changampuzha Park,16:39,16:42,1500,41,12,38.1
5061,51,R1050,5,23-09-2025,Evening Peak,Palarivattom,16:44,16:46,1500,53,52,38.1
5062,51,R1050,5,23-09-2025,Evening Peak,JLN Stadium,16:48,16:49,1500,178,46,46.9
5063,51,R1050,5,23-09-2025,Evening Peak,Kaloor,16:51,16:54,1500,131,42,52.9
5064,51,R1050,5,23-09-2025,Evening Peak,Town Hall,16:56,16:59,1500,166,41,61.2
5065,51,R1050,5,23-09-2025,Evening Peak,M.G Road,17:01,17:04,1500,175,117,65.1
5066,51,R1050,5,23-09-2025,Evening Peak,Maharaja's College,17:05,17:06,1500,63,97,62.8
5067,51,R1050,5,23-09-2025,Evening Peak,Emakulam South,17:10,17:11,1500,149,55,69.1
5068,51,R1050,5,23-09-2025,Evening Peak,Kadavanthra,17:15,17:16,1500,99,117,67.9
5069,51,R1050,5,23-09-2025,Evening Peak,Elamkulam,17:20,17:23,1500,79,22,71.7
5070,51,R1050,5,23-09-2025,Evening Peak,Vytila,17:24,17:25,1500,69,37,73.8
5071,51,R1050,5,23-09-2025,Evening Peak,Thaikoodam,17:30,17:33,1500,99,84,74.8
5072,51,R1050,5,23-09-2025,Evening Peak,Petta,17:34,17:37,1500,172,146,76.5
5073,51,R1050,5,23-09-2025,Evening Peak,Vadakkekotta,17:40,17:43,1500,117,141,74.9
5074,51,R1050,5,23-09-2025,Evening Peak,SN Junction,17:46,17:49,1500,99,144,71.9
5075,51,R1050,5,23-09-2025,Evening Peak,Tripunithura,17:49,17:51,1500,155,64,78
5076,51,R1050,5,23-09-2025,Night,Aluva,20:00,20:01,1500,6,20,0
5077,51,R1050,5,23-09-2025,Night,Pulinchodu,20:05,20:07,1500,42,51,0
5078,51,R1050,5,23-09-2025,Night,Companypady,20:10,20:13,1500,33,64,0
5079,51,R1050,5,23-09-2025,Night,Ambattukavu,20:15,20:16,1500,67,69,0
5080,51,R1050,5,23-09-2025,Night,Muttom,20:20,20:21,1500,58,52,0.4
5081,51,R1050,5,23-09-2025,Night,Kalamassery,20:24,20:27,1500,63,61,0.5
5082,51,R1050,5,23-09-2025,Night,Cochin University,20:29,20:31,1500,40,45,0.2
5083,51,R1050,5,23-09-2025,Night,Pathadipalam,20:34,20:37,1500,58,53,0.5
5084,51,R1050,5,23-09-2025,Night,Edapally,20:40,20:43,1500,38,52,0
5085,51,R1050,5,23-09-2025,Night,Changampuzha Park,20:45,20:48,1500,12,63,0
5086,51,R1050,5,23-09-2025,Night,Palarivattom,20:51,20:54,1500,29,69,0
5087,51,R1050,5,23-09-2025,Night,JLN Stadium,20:54,20:57,1500,24,16,0.5
5088,51,R1050,5,23-09-2025,Night,Kaloor,20:58,20:59,1500,60,8,4
5089,51,R1050,5,23-09-2025,Night,Town Hall,21:01,21:04,1500,73,49,5.6
5090,51,R1050,5,23-09-2025,Night,M.G Road,21:07,21:08,1500,69,6,9.8
5091,51,R1050,5,23-09-2025,Night,Maharaja's College,21:11,21:14,1500,44,56,9
5092,51,R1050,5,23-09-2025,Night,Emakulam South,21:14,21:15,1500,68,23,12
5093,51,R1050,5,23-09-2025,Night,Kadavanthra,21:20,21:22,1500,57,64,11.5
5094,51,R1050,5,23-09-2025,Night,Elamkulam,21:26,21:29,1500,44,41,11.7
5095,51,R1050,5,23-09-2025,Night,Vytila,21:31,21:32,1500,74,34,14.4
5096,51,R1050,5,23-09-2025,Night,Thaikoodam,21:37,21:40,1500,35,43,13.9
5097,51,R1050,5,23-09-2025,Night,Petta,21:43,21:44,1500,76,59,15
5098,51,R1050,5,23-09-2025,Night,Vadakkekotta,21:48,21:50,1500,8,68,11
5099,51,R1050,5,23-09-2025,Night,SN Junction,21:52,21:55,1500,61,38,12.5
5100,51,R1050,5,23-09-2025,Night,Tripunithura,21:56,21:58,1500,8,15,12.1
5101,52,R1051,5,23-09-2025,Morning Peak,Aluva,07:00,07:02,1500,192,149,2.9
5102,52,R1051,5,23-09-2025,Morning Peak,Pulinchodu,07:03,07:06,1500,47,24,4.4
5103,52,R1051,5,23-09-2025,Morning Peak,Companypady,07:07,07:08,1500,97,44,7.9
5104,52,R1051,5,23-09-2025,Morning Peak,Ambattukavu,07:11,07:13,1500,185,134,11.3
5105,52,R1051,5,23-09-2025,Morning Peak,Muttom,07:14,07:15,1500,35,126,5.3
5106,52,R1051,5,23-09-2025,Morning Peak,Kalamassery,07:18,07:20,1500,37,116,0
5107,52,R1051,5,23-09-2025,Morning Peak,Cochin University,07:21,07:22,1500,133,43,6
5108,52,R1051,5,23-09-2025,Morning Peak,Pathadipalam,07:25,07:28,1500,188,100,11.9
5109,52,R1051,5,23-09-2025,Morning Peak,Edapally,07:30,07:31,1500,121,67,15.5
5110,52,R1051,5,23-09-2025,Morning Peak,Changampuzha Park,07:33,07:35,1500,67,119,12
5111,52,R1051,5,23-09-2025,Morning Peak,Palarivattom,07:38,07:40,1500,147,147,12
5112,52,R1051,5,23-09-2025,Morning Peak,JLN Stadium,07:43,07:44,1500,131,141,11.3
5113,52,R1051,5,23-09-2025,Morning Peak,Kaloor,07:48,07:51,1500,108,35,16.2
5114,52,R1051,5,23-09-2025,Morning Peak,Town Hall,07:52,07:55,1500,193,43,26.2
5115,52,R1051,5,23-09-2025,Morning Peak,M.G Road,07:58,08:00,1500,156,48,33.4
5116,52,R1051,5,23-09-2025,Morning Peak,Maharaja's College,08:01,08:02,1500,128,137,32.8
5117,52,R1051,5,23-09-2025,Morning Peak,Emakulam South,08:07,08:09,1500,164,49,40.5
5118,52,R1051,5,23-09-2025,Morning Peak,Kadavanthra,08:12,08:13,1500,52,99,37.3
5119,52,R1051,5,23-09-2025,Morning Peak,Elamkulam,08:17,08:19,1500,144,95,40.6
5120,52,R1051,5,23-09-2025,Morning Peak,Vytila,08:22,08:23,1500,87,41,43.7
5121,52,R1051,5,23-09-2025,Morning Peak,Thaikoodam,08:25,08:27,1500,143,71,48.5
5122,52,R1051,5,23-09-2025,Morning Peak,Petta,08:30,08:33,1500,178,133,51.5
5123,52,R1051,5,23-09-2025,Morning Peak,Vadakkekotta,08:33,08:36,1500,96,101,51.1
5124,52,R1051,5,23-09-2025,Morning Peak,SN Junction,08:36,08:37,1500,32,29,51.3
5125,52,R1051,5,23-09-2025,Morning Peak,Tripunithura,08:39,08:40,1500,32,39,50.9
5126,52,R1051,5,23-09-2025,Midday,Aluva,10:00,10:02,1500,44,19,1.7
5127,52,R1051,5,23-09-2025,Midday,Pulinchodu,10:06,10:07,1500,43,14,3.6
5128,52,R1051,5,23-09-2025,Midday,Companypady,10:11,10:12,1500,75,62,4.5
5129,52,R1051,5,23-09-2025,Midday,Ambattukavu,10:16,10:17,1500,73,9,8.7
5130,52,R1051,5,23-09-2025,Midday,Muttom,10:19,10:22,1500,18,34,7.7
5131,52,R1051,5,23-09-2025,Midday,Kalamassery,10:23,10:25,1500,32,32,7.7
5132,52,R1051,5,23-09-2025,Midday,Cochin University,10:29,10:31,1500,38,33,8
5133,52,R1051,5,23-09-2025,Midday,Pathadipalam,10:33,10:35,1500,54,61,7.5
5134,52,R1051,5,23-09-2025,Midday,Edapally,10:36,10:39,1500,47,24,9.1
5135,52,R1051,5,23-09-2025,Midday,Changampuzha Park,10:42,10:43,1500,44,67,7.5
5136,52,R1051,5,23-09-2025,Midday,Palarivattom,10:45,10:48,1500,39,50,6.8
5137,52,R1051,5,23-09-2025,Midday,JLN Stadium,10:48,10:49,1500,26,59,4.6
5138,52,R1051,5,23-09-2025,Midday,Kaloor,10:52,10:55,1500,80,31,7.9
5139,52,R1051,5,23-09-2025,Midday,Town Hall,10:58,11:01,1500,45,23,9.3
5140,52,R1051,5,23-09-2025,Midday,M.G Road,11:02,11:04,1500,13,30,8.2
5141,52,R1051,5,23-09-2025,Midday,Maharaja's College,11:07,11:08,1500,64,43,9.6
5142,52,R1051,5,23-09-2025,Midday,Emakulam South,11:10,11:12,1500,22,44,8.1
5143,52,R1051,5,23-09-2025,Midday,Kadavanthra,11:16,11:17,1500,74,28,11.2
5144,52,R1051,5,23-09-2025,Midday,Elamkulam,11:22,11:24,1500,8,53,8.2
5145,52,R1051,5,23-09-2025,Midday,Vytila,11:26,11:28,1500,25,54,6.3
5146,52,R1051,5,23-09-2025,Midday,Thaikoodam,11:31,11:32,1500,53,19,8.5
5147,52,R1051,5,23-09-2025,Midday,Petta,11:35,11:37,1500,36,37,8.5
5148,52,R1051,5,23-09-2025,Midday,Vadakkekotta,11:40,11:42,1500,49,31,9.7
5149,52,R1051,5,23-09-2025,Midday,SN Junction,11:43,11:46,1500,76,48,11.5
5150,52,R1051,5,23-09-2025,Midday,Tripunithura,11:46,11:49,1500,20,22,11.4
5151,52,R1051,5,23-09-2025,Evening Peak,Aluva,16:00,16:03,1500,103,84,1.3
5152,52,R1051,5,23-09-2025,Evening Peak,Pulinchodu,16:03,16:05,1500,152,91,5.3
5153,52,R1051,5,23-09-2025,Evening Peak,Companypady,16:08,16:11,1500,117,16,12.1
5154,52,R1051,5,23-09-2025,Evening Peak,Ambattukavu,16:11,16:13,1500,86,22,16.3
5155,52,R1051,5,23-09-2025,Evening Peak,Muttom,16:16,16:19,1500,174,101,21.2
5156,52,R1051,5,23-09-2025,Evening Peak,Kalamassery,16:19,16:22,1500,67,123,17.5
5157,52,R1051,5,23-09-2025,Evening Peak,Cochin University,16:23,16:25,1500,168,102,21.9
5158,52,R1051,5,23-09-2025,Evening Peak,Pathadipalam,16:26,16:28,1500,185,150,24.2
5159,52,R1051,5,23-09-2025,Evening Peak,Edapally,16:31,16:33,1500,49,118,19.6
5160,52,R1051,5,23-09-2025,Evening Peak,Changampuzha Park,16:36,16:37,1500,148,131,20.7
5161,52,R1051,5,23-09-2025,Evening Peak,Palarivattom,16:42,16:45,1500,146,114,22.9
5162,52,R1051,5,23-09-2025,Evening Peak,JLN Stadium,16:47,16:48,1500,168,144,24.5
5163,52,R1051,5,23-09-2025,Evening Peak,Kaloor,16:51,16:52,1500,159,149,25.1
5164,52,R1051,5,23-09-2025,Evening Peak,Town Hall,16:55,16:57,1500,50,86,22.7
5165,52,R1051,5,23-09-2025,Evening Peak,M.G Road,17:01,17:02,1500,131,64,27.2
5166,52,R1051,5,23-09-2025,Evening Peak,Maharaja's College,17:05,17:08,1500,99,87,28
5167,52,R1051,5,23-09-2025,Evening Peak,Emakulam South,17:09,17:12,1500,152,77,33
5168,52,R1051,5,23-09-2025,Evening Peak,Kadavanthra,17:15,17:16,1500,197,93,39.9
5169,52,R1051,5,23-09-2025,Evening Peak,Elamkulam,17:20,17:22,1500,199,67,48.7
5170,52,R1051,5,23-09-2025,Evening Peak,Vytila,17:25,17:26,1500,36,53,47.6
5171,52,R1051,5,23-09-2025,Evening Peak,Thaikoodam,17:28,17:31,1500,200,55,57.3
5172,52,R1051,5,23-09-2025,Evening Peak,Petta,17:31,17:33,1500,127,143,56.2
5173,52,R1051,5,23-09-2025,Evening Peak,Vadakkekotta,17:36,17:37,1500,95,113,55
5174,52,R1051,5,23-09-2025,Evening Peak,SN Junction,17:39,17:42,1500,67,115,51.8
5175,52,R1051,5,23-09-2025,Evening Peak,Tripunithura,17:42,17:45,1500,78,71,52.3
5176,52,R1051,5,23-09-2025,Night,Aluva,20:00,20:02,1500,45,5,2.7
5177,52,R1051,5,23-09-2025,Night,Pulinchodu,20:06,20:07,1500,26,67,0
5178,52,R1051,5,23-09-2025,Night,Companypady,20:09,20:12,1500,41,22,1.3
5179,52,R1051,5,23-09-2025,Night,Ambattukavu,20:12,20:14,1500,75,30,4.3
5180,52,R1051,5,23-09-2025,Night,Muttom,20:18,20:20,1500,29,56,2.5
5181,52,R1051,5,23-09-2025,Night,Kalamassery,20:24,20:26,1500,12,49,0
5182,52,R1051,5,23-09-2025,Night,Cochin University,20:30,20:33,1500,56,55,0.1
5183,52,R1051,5,23-09-2025,Night,Pathadipalam,20:36,20:37,1500,68,7,4.1
5184,52,R1051,5,23-09-2025,Night,Edapally,20:39,20:41,1500,65,55,4.8
5185,52,R1051,5,23-09-2025,Night,Changampuzha Park,20:43,20:46,1500,72,45,6.6
5186,52,R1051,5,23-09-2025,Night,Palarivattom,20:48,20:49,1500,48,62,5.7
5187,52,R1051,5,23-09-2025,Night,JLN Stadium,20:53,20:55,1500,51,49,5.8
5188,52,R1051,5,23-09-2025,Night,Kaloor,20:57,20:59,1500,20,43,4.3
5189,52,R1051,5,23-09-2025,Night,Town Hall,21:03,21:05,1500,25,14,5
5190,52,R1051,5,23-09-2025,Night,M.G Road,21:06,21:09,1500,20,23,4.8
5191,52,R1051,5,23-09-2025,Night,Maharaja's College,21:09,21:12,1500,6,11,4.5
5192,52,R1051,5,23-09-2025,Night,Emakulam South,21:13,21:15,1500,28,52,2.9
5193,52,R1051,5,23-09-2025,Night,Kadavanthra,21:17,21:19,1500,43,57,1.9
5194,52,R1051,5,23-09-2025,Night,Elamkulam,21:22,21:23,1500,27,45,0.7
5195,52,R1051,5,23-09-2025,Night,Vytila,21:27,21:28,1500,14,18,0.5
5196,52,R1051,5,23-09-2025,Night,Thaikoodam,21:30,21:33,1500,67,8,4.4
5197,52,R1051,5,23-09-2025,Night,Petta,21:33,21:36,1500,33,42,3.8
5198,52,R1051,5,23-09-2025,Night,Vadakkekotta,21:38,21:41,1500,42,11,5.9
5199,52,R1051,5,23-09-2025,Night,SN Junction,21:42,21:44,1500,74,38,8.3
5200,52,R1051,5,23-09-2025,Night,Tripunithura,21:47,21:49,1500,16,36,6.9
5201,53,R1052,6,23-09-2025,Morning Peak,Aluva,07:00,07:02,1800,173,39,7.4
5202,53,R1052,6,23-09-2025,Morning Peak,Pulinchodu,07:05,07:07,1800,70,25,9.9
5203,53,R1052,6,23-09-2025,Morning Peak,Companypady,07:11,07:13,1800,113,141,8.4
5204,53,R1052,6,23-09-2025,Morning Peak,Ambattukavu,07:15,07:17,1800,52,26,9.8
5205,53,R1052,6,23-09-2025,Morning Peak,Muttom,07:18,07:20,1800,116,38,14.2
5206,53,R1052,6,23-09-2025,Morning Peak,Kalamassery,07:22,07:23,1800,92,28,17.7
5207,53,R1052,6,23-09-2025,Morning Peak,Cochin University,07:28,07:29,1800,193,44,26
5208,53,R1052,6,23-09-2025,Morning Peak,Pathadipalam,07:32,07:35,1800,49,22,27.5
5209,53,R1052,6,23-09-2025,Morning Peak,Edapally,07:37,07:39,1800,183,34,35.8
5210,53,R1052,6,23-09-2025,Morning Peak,Changampuzha Park,07:43,07:45,1800,99,18,40.3
5211,53,R1052,6,23-09-2025,Morning Peak,Palarivattom,07:46,07:49,1800,64,18,42.8
5212,53,R1052,6,23-09-2025,Morning Peak,JLN Stadium,07:50,07:53,1800,194,26,52.2
5213,53,R1052,6,23-09-2025,Morning Peak,Kaloor,07:55,07:58,1800,126,147,51
5214,53,R1052,6,23-09-2025,Morning Peak,Town Hall,07:58,07:59,1800,193,109,55.7
5215,53,R1052,6,23-09-2025,Morning Peak,M.G Road,08:01,08:03,1800,164,34,62.9
5216,53,R1052,6,23-09-2025,Morning Peak,Maharaja's College,08:05,08:06,1800,108,25,67.5
5217,53,R1052,6,23-09-2025,Morning Peak,Emakulam South,08:11,08:12,1800,76,27,70.2
5218,53,R1052,6,23-09-2025,Morning Peak,Kadavanthra,08:14,08:17,1800,45,12,72.1
5219,53,R1052,6,23-09-2025,Morning Peak,Elamkulam,08:20,08:21,1800,102,128,70.6
5220,53,R1052,6,23-09-2025,Morning Peak,Vytila,08:23,08:24,1800,60,44,71.5
5221,53,R1052,6,23-09-2025,Morning Peak,Thaikoodam,08:27,08:29,1800,107,69,73.6
5222,53,R1052,6,23-09-2025,Morning Peak,Petta,08:32,08:34,1800,68,23,76.1
5223,53,R1052,6,23-09-2025,Morning Peak,Vadakkekotta,08:38,08:40,1800,81,27,79.1
5224,53,R1052,6,23-09-2025,Morning Peak,SN Junction,08:43,08:44,1800,178,115,82.6
5225,53,R1052,6,23-09-2025,Morning Peak,Tripunithura,08:48,08:50,1800,93,80,83.3
5226,53,R1052,6,23-09-2025,Midday,Aluva,10:00,10:02,1800,59,57,0.1
5227,53,R1052,6,23-09-2025,Midday,Pulinchodu,10:06,10:08,1800,49,39,0.7
5228,53,R1052,6,23-09-2025,Midday,Companypady,10:09,10:11,1800,27,24,0.8
5229,53,R1052,6,23-09-2025,Midday,Ambattukavu,10:15,10:17,1800,69,5,4.4
5230,53,R1052,6,23-09-2025,Midday,Muttom,10:19,10:20,1800,11,58,1.8
5231,53,R1052,6,23-09-2025,Midday,Kalamassery,10:25,10:26,1800,51,64,1.1
5232,53,R1052,6,23-09-2025,Midday,Cochin University,10:28,10:31,1800,54,54,1.1
5233,53,R1052,6,23-09-2025,Midday,Pathadipalam,10:32,10:34,1800,19,21,0.9
5234,53,R1052,6,23-09-2025,Midday,Edapally,10:36,10:38,1800,71,56,1.8
5235,53,R1052,6,23-09-2025,Midday,Changampuzha Park,10:40,10:41,1800,39,14,3.2
5236,53,R1052,6,23-09-2025,Midday,Palarivattom,10:44,10:45,1800,32,10,4.4
5237,53,R1052,6,23-09-2025,Midday,JLN Stadium,10:49,10:51,1800,43,30,5.1
5238,53,R1052,6,23-09-2025,Midday,Kaloor,10:52,10:53,1800,64,47,6.1
5239,53,R1052,6,23-09-2025,Midday,Town Hall,10:55,10:57,1800,57,42,6.9
5240,53,R1052,6,23-09-2025,Midday,M.G Road,10:58,10:59,1800,59,41,7.9
5241,53,R1052,6,23-09-2025,Midday,Maharaja's College,11:02,11:05,1800,5,48,5.5
5242,53,R1052,6,23-09-2025,Midday,Emakulam South,11:05,11:08,1800,11,59,2.8
5243,53,R1052,6,23-09-2025,Midday,Kadavanthra,11:11,11:13,1800,61,49,3.5
5244,53,R1052,6,23-09-2025,Midday,Elamkulam,11:16,11:19,1800,55,17,5.6
5245,53,R1052,6,23-09-2025,Midday,Vytila,11:21,11:24,1800,24,52,4.1
5246,53,R1052,6,23-09-2025,Midday,Thaikoodam,11:27,11:28,1800,50,45,4.3
5247,53,R1052,6,23-09-2025,Midday,Petta,11:32,11:34,1800,21,52,2.6
5248,53,R1052,6,23-09-2025,Midday,Vadakkekotta,11:36,11:38,1800,48,37,3.2
5249,53,R1052,6,23-09-2025,Midday,SN Junction,11:40,11:43,1800,12,7,3.5
5250,53,R1052,6,23-09-2025,Midday,Tripunithura,11:43,11:44,1800,61,16,6
5251,53,R1052,6,23-09-2025,Evening Peak,Aluva,16:00,16:01,1800,69,93,0
5252,53,R1052,6,23-09-2025,Evening Peak,Pulinchodu,16:04,16:05,1800,75,135,0
5253,53,R1052,6,23-09-2025,Evening Peak,Companypady,16:08,16:09,1800,58,55,0.2
5254,53,R1052,6,23-09-2025,Evening Peak,Ambattukavu,16:12,16:14,1800,43,113,0
5255,53,R1052,6,23-09-2025,Evening Peak,Muttom,16:17,16:18,1800,86,134,0
5256,53,R1052,6,23-09-2025,Evening Peak,Kalamassery,16:23,16:26,1800,167,144,1.3
5257,53,R1052,6,23-09-2025,Evening Peak,Cochin University,16:29,16:30,1800,88,117,0
5258,53,R1052,6,23-09-2025,Evening Peak,Pathadipalam,16:34,16:36,1800,31,103,0
5259,53,R1052,6,23-09-2025,Evening Peak,Edapally,16:40,16:42,1800,112,35,4.3
5260,53,R1052,6,23-09-2025,Evening Peak,Changampuzha Park,16:44,16:46,1800,40,146,0
5261,53,R1052,6,23-09-2025,Evening Peak,Palarivattom,16:49,16:52,1800,95,40,3.1
5262,53,R1052,6,23-09-2025,Evening Peak,JLN Stadium,16:54,16:56,1800,192,120,7.1
5263,53,R1052,6,23-09-2025,Evening Peak,Kaloor,17:00,17:03,1800,91,101,6.5
5264,53,R1052,6,23-09-2025,Evening Peak,Town Hall,17:03,17:04,1800,123,131,6.1
5265,53,R1052,6,23-09-2025,Evening Peak,M.G Road,17:07,17:10,1800,118,71,8.7
5266,53,R1052,6,23-09-2025,Evening Peak,Maharaja's College,17:13,17:14,1800,139,15,15.6
5267,53,R1052,6,23-09-2025,Evening Peak,Emakulam South,17:17,17:19,1800,97,37,18.9
5268,53,R1052,6,23-09-2025,Evening Peak,Kadavanthra,17:21,17:24,1800,111,57,21.9
5269,53,R1052,6,23-09-2025,Evening Peak,Elamkulam,17:27,17:29,1800,170,144,23.3
5270,53,R1052,6,23-09-2025,Evening Peak,Vytila,17:32,17:33,1800,179,148,25.1
5271,53,R1052,6,23-09-2025,Evening Peak,Thaikoodam,17:35,17:36,1800,51,142,20
5272,53,R1052,6,23-09-2025,Evening Peak,Petta,17:41,17:42,1800,187,53,27.4
5273,53,R1052,6,23-09-2025,Evening Peak,Vadakkekotta,17:45,17:48,1800,145,145,27.4
5274,53,R1052,6,23-09-2025,Evening Peak,SN Junction,17:51,17:53,1800,125,134,26.9
5275,53,R1052,6,23-09-2025,Evening Peak,Tripunithura,17:54,17:55,1800,135,96,29.1
5276,53,R1052,6,23-09-2025,Night,Aluva,20:00,20:02,1800,13,10,0.2
5277,53,R1052,6,23-09-2025,Night,Pulinchodu,20:04,20:07,1800,36,48,0
5278,53,R1052,6,23-09-2025,Night,Companypady,20:07,20:10,1800,54,17,2.1
5279,53,R1052,6,23-09-2025,Night,Ambattukavu,20:13,20:14,1800,27,57,0.4
5280,53,R1052,6,23-09-2025,Night,Muttom,20:17,20:20,1800,56,14,2.7
5281,53,R1052,6,23-09-2025,Night,Kalamassery,20:21,20:23,1800,8,41,0.9
5282,53,R1052,6,23-09-2025,Night,Cochin University,20:27,20:30,1800,28,27,0.9
5283,53,R1052,6,23-09-2025,Night,Pathadipalam,20:31,20:33,1800,65,50,1.8
5284,53,R1052,6,23-09-2025,Night,Edapally,20:37,20:38,1800,27,9,2.8
5285,53,R1052,6,23-09-2025,Night,Changampuzha Park,20:42,20:44,1800,52,50,2.9
5286,53,R1052,6,23-09-2025,Night,Palarivattom,20:47,20:49,1800,31,16,3.7
5287,53,R1052,6,23-09-2025,Night,JLN Stadium,20:50,20:53,1800,48,60,3.1
5288,53,R1052,6,23-09-2025,Night,Kaloor,20:54,20:56,1800,64,44,4.2
5289,53,R1052,6,23-09-2025,Night,Town Hall,20:57,21:00,1800,43,57,3.4
5290,53,R1052,6,23-09-2025,Night,M.G Road,21:01,21:04,1800,47,37,3.9
5291,53,R1052,6,23-09-2025,Night,Maharaja's College,21:05,21:06,1800,6,65,0.7
5292,53,R1052,6,23-09-2025,Night,Emakulam South,21:11,21:14,1800,29,65,0
5293,53,R1052,6,23-09-2025,Night,Kadavanthra,21:15,21:17,1800,31,34,0
5294,53,R1052,6,23-09-2025,Night,Elamkulam,21:18,21:21,1800,31,12,1.1
5295,53,R1052,6,23-09-2025,Night,Vytila,21:22,21:24,1800,62,16,3.6
5296,53,R1052,6,23-09-2025,Night,Thaikoodam,21:25,21:28,1800,20,39,2.6
5297,53,R1052,6,23-09-2025,Night,Petta,21:29,21:31,1800,6,47,0.3
5298,53,R1052,6,23-09-2025,Night,Vadakkekotta,21:32,21:33,1800,19,26,0
5299,53,R1052,6,23-09-2025,Night,SN Junction,21:36,21:38,1800,54,54,0
5300,53,R1052,6,23-09-2025,Night,Tripunithura,21:39,21:40,1800,21,10,0.6
5301,54,R1053,4,23-09-2025,Morning Peak,Aluva,07:00,07:02,1300,102,47,4.2
5302,54,R1053,4,23-09-2025,Morning Peak,Pulinchodu,07:03,07:05,1300,124,38,10.8
5303,54,R1053,4,23-09-2025,Morning Peak,Companypady,07:08,07:11,1300,123,32,17.8
5304,54,R1053,4,23-09-2025,Morning Peak,Ambattukavu,07:11,07:12,1300,129,57,23.4
5305,54,R1053,4,23-09-2025,Morning Peak,Muttom,07:17,07:18,1300,49,94,19.9
5306,54,R1053,4,23-09-2025,Morning Peak,Kalamassery,07:23,07:24,1300,129,110,21.4
5307,54,R1053,4,23-09-2025,Morning Peak,Cochin University,07:29,07:31,1300,70,66,21.7
5308,54,R1053,4,23-09-2025,Morning Peak,Pathadipalam,07:35,07:37,1300,46,16,24
5309,54,R1053,4,23-09-2025,Morning Peak,Edapally,07:41,07:42,1300,48,10,26.9
5310,54,R1053,4,23-09-2025,Morning Peak,Changampuzha Park,07:47,07:48,1300,45,118,21.3
5311,54,R1053,4,23-09-2025,Morning Peak,Palarivattom,07:52,07:53,1300,118,16,29.2
5312,54,R1053,4,23-09-2025,Morning Peak,JLN Stadium,07:57,08:00,1300,123,17,37.3
5313,54,R1053,4,23-09-2025,Morning Peak,Kaloor,08:03,08:04,1300,173,92,43.5
5314,54,R1053,4,23-09-2025,Morning Peak,Town Hall,08:09,08:12,1300,99,95,43.8
5315,54,R1053,4,23-09-2025,Morning Peak,M.G Road,08:13,08:16,1300,123,109,44.9
5316,54,R1053,4,23-09-2025,Morning Peak,Maharaja's College,08:19,08:22,1300,141,44,52.4
5317,54,R1053,4,23-09-2025,Morning Peak,Emakulam South,08:22,08:25,1300,72,23,56.2
5318,54,R1053,4,23-09-2025,Morning Peak,Kadavanthra,08:26,08:28,1300,141,140,56.2
5319,54,R1053,4,23-09-2025,Morning Peak,Elamkulam,08:32,08:33,1300,156,11,67.4
5320,54,R1053,4,23-09-2025,Morning Peak,Vytila,08:37,08:38,1300,189,27,79.8
5321,54,R1053,4,23-09-2025,Morning Peak,Thaikoodam,08:43,08:44,1300,179,28,91.5
5322,54,R1053,4,23-09-2025,Morning Peak,Petta,08:46,08:48,1300,180,140,94.5
5323,54,R1053,4,23-09-2025,Morning Peak,Vadakkekotta,08:52,08:53,1300,134,115,96
5324,54,R1053,4,23-09-2025,Morning Peak,SN Junction,08:56,08:57,1300,177,101,100
5325,54,R1053,4,23-09-2025,Morning Peak,Tripunithura,09:02,09:04,1300,117,147,97.7
5326,54,R1053,4,23-09-2025,Midday,Aluva,10:00,10:01,1300,60,40,1.5
5327,54,R1053,4,23-09-2025,Midday,Pulinchodu,10:03,10:06,1300,8,25,0.2
